number,wrist_x,wrist_y,thumb_cmc_x,thumb_cmc_y,thumb_mcp_x,thumb_mcp_y,thumb_ip_x,thumb_ip_y,thumb_tip_x,thumb_tip_y,index_finger_mcp_x,index_finger_mcp_y,index_finger_pip_x,index_finger_pip_y,index_finger_dip_x,index_finger_dip_y,index_finger_tip_x,index_finger_tip_y,middle_finger_mcp_x,middle_finger_mcp_y,middle_finger_pip_x,middle_finger_pip_y,middle_finger_dip_x,middle_finger_dip_y,middle_finger_tip_x,middle_finger_tip_y,ring_finger_mcp_x,ring_finger_mcp_y,ring_finger_pip_x,ring_finger_pip_y,ring_finger_dip_x,ring_finger_dip_y,ring_finger_tip_x,ring_finger_tip_y,pinky_mcp_x,pinky_mcp_y,pinky_pip_x,pinky_pip_y,pinky_dip_x,pinky_dip_y,pinky_tip_x,pinky_tip_y
0,0.0,0.0,-0.1746031746031746,0.007936507936507936,-0.35714285714285715,-0.03571428571428571,-0.4801587301587302,-0.051587301587301584,-0.5793650793650794,-0.03968253968253968,-0.36904761904761907,-0.3968253968253968,-0.5079365079365079,-0.5436507936507936,-0.5793650793650794,-0.6388888888888888,-0.626984126984127,-0.7261904761904762,-0.2896825396825397,-0.47619047619047616,-0.39285714285714285,-0.6984126984126984,-0.4444444444444444,-0.8452380952380952,-0.47619047619047616,-0.9603174603174603,-0.18253968253968253,-0.503968253968254,-0.23412698412698413,-0.7380952380952381,-0.26587301587301587,-0.8809523809523809,-0.2976190476190476,-1.0,-0.05952380952380952,-0.49206349206349204,-0.01984126984126984,-0.6865079365079365,0.011904761904761904,-0.8214285714285714,0.031746031746031744,-0.9404761904761905
0,0.0,0.0,-0.18725099601593626,0.00796812749003984,-0.3705179282868526,-0.0398406374501992,-0.5059760956175299,-0.04780876494023904,-0.6095617529880478,-0.03187250996015936,-0.3784860557768924,-0.40239043824701193,-0.5179282868525896,-0.549800796812749,-0.5936254980079682,-0.6374501992031872,-0.649402390438247,-0.7211155378486056,-0.2948207171314741,-0.47410358565737054,-0.4103585657370518,-0.6932270916334662,-0.46613545816733065,-0.8326693227091634,-0.50199203187251,-0.9442231075697212,-0.18725099601593626,-0.50199203187251,-0.2589641434262948,-0.7370517928286853,-0.2948207171314741,-0.8764940239043825,-0.33067729083665337,-1.0,-0.06374501992031872,-0.4900398406374502,-0.05179282868525897,-0.6852589641434262,-0.035856573705179286,-0.8207171314741036,-0.027888446215139442,-0.9442231075697212
0,0.0,0.0,-0.192,0.008,-0.388,-0.044,-0.528,-0.064,-0.644,-0.056,-0.372,-0.408,-0.516,-0.544,-0.592,-0.632,-0.648,-0.716,-0.296,-0.48,-0.412,-0.692,-0.476,-0.832,-0.52,-0.948,-0.192,-0.508,-0.276,-0.736,-0.324,-0.876,-0.364,-1.0,-0.072,-0.496,-0.084,-0.688,-0.084,-0.824,-0.092,-0.944
0,0.0,0.0,-0.20920502092050208,-0.008368200836820083,-0.41422594142259417,-0.0794979079497908,-0.5774058577405857,-0.12552301255230125,-0.7071129707112971,-0.13389121338912133,-0.3598326359832636,-0.4309623430962343,-0.497907949790795,-0.5774058577405857,-0.5815899581589958,-0.6736401673640168,-0.6443514644351465,-0.7615062761506276,-0.2803347280334728,-0.497907949790795,-0.4100418410041841,-0.7112970711297071,-0.48535564853556484,-0.8451882845188284,-0.5439330543933054,-0.9581589958158996,-0.19246861924686193,-0.5230125523012552,-0.29707112970711297,-0.7447698744769874,-0.36401673640167365,-0.8828451882845189,-0.42677824267782427,-1.0,-0.08786610878661087,-0.5188284518828452,-0.15481171548117154,-0.698744769874477,-0.20920502092050208,-0.8200836820083682,-0.26359832635983266,-0.9288702928870293
0,0.0,0.0,-0.2076271186440678,-0.00847457627118644,-0.4152542372881356,-0.1059322033898305,-0.576271186440678,-0.1694915254237288,-0.711864406779661,-0.1906779661016949,-0.3516949152542373,-0.4406779661016949,-0.4872881355932203,-0.597457627118644,-0.576271186440678,-0.6949152542372882,-0.6440677966101694,-0.788135593220339,-0.2754237288135593,-0.5,-0.4110169491525424,-0.711864406779661,-0.4915254237288136,-0.847457627118644,-0.5550847457627118,-0.961864406779661,-0.1864406779661017,-0.5211864406779662,-0.3008474576271186,-0.7372881355932204,-0.3771186440677966,-0.8771186440677966,-0.4406779661016949,-1.0,-0.08050847457627118,-0.5084745762711864,-0.1694915254237288,-0.6864406779661016,-0.2330508474576271,-0.8050847457627118,-0.2966101694915254,-0.9194915254237288
0,0.0,0.0,-0.2290748898678414,-0.03524229074889868,-0.43612334801762115,-0.1762114537444934,-0.5859030837004405,-0.27312775330396477,-0.7268722466960352,-0.31718061674008813,-0.3524229074889868,-0.4669603524229075,-0.4889867841409692,-0.6299559471365639,-0.5726872246696035,-0.7312775330396476,-0.6475770925110133,-0.8325991189427313,-0.28193832599118945,-0.5198237885462555,-0.42290748898678415,-0.7268722466960352,-0.5110132158590308,-0.8590308370044053,-0.5859030837004405,-0.9823788546255506,-0.19383259911894274,-0.5374449339207048,-0.32599118942731276,-0.7444933920704846,-0.41409691629955947,-0.8766519823788547,-0.4977973568281938,-1.0,-0.0881057268722467,-0.5286343612334802,-0.19823788546255505,-0.6916299559471366,-0.2775330396475771,-0.7973568281938326,-0.3568281938325991,-0.9030837004405287
0,0.0,0.0,-0.23148148148148148,-0.046296296296296294,-0.4583333333333333,-0.21296296296296297,-0.6157407407407407,-0.3287037037037037,-0.7592592592592593,-0.37962962962962965,-0.37037037037037035,-0.49074074074074076,-0.5092592592592593,-0.6574074074074074,-0.6018518518518519,-0.7546296296296297,-0.6898148148148148,-0.8564814814814815,-0.2962962962962963,-0.5462962962962963,-0.4398148148148148,-0.75,-0.5416666666666666,-0.875,-0.6388888888888888,-0.9953703703703703,-0.2037037037037037,-0.5694444444444444,-0.3425925925925926,-0.7731481481481481,-0.44907407407407407,-0.8935185185185185,-0.5555555555555556,-1.0,-0.09722222222222222,-0.5601851851851852,-0.2222222222222222,-0.7268518518518519,-0.32407407407407407,-0.8287037037037037,-0.42592592592592593,-0.9166666666666666
0,0.0,0.0,-0.24630541871921183,-0.06403940886699508,-0.4729064039408867,-0.2561576354679803,-0.6354679802955665,-0.3891625615763547,-0.7832512315270936,-0.4630541871921182,-0.37438423645320196,-0.5270935960591133,-0.5172413793103449,-0.6896551724137931,-0.625615763546798,-0.7783251231527094,-0.729064039408867,-0.8669950738916257,-0.3054187192118227,-0.5862068965517241,-0.458128078817734,-0.7733990147783252,-0.5812807881773399,-0.8817733990147784,-0.7093596059113301,-0.9852216748768473,-0.21182266009852216,-0.6059113300492611,-0.3645320197044335,-0.7980295566502463,-0.49261083743842365,-0.9064039408866995,-0.625615763546798,-1.0,-0.10344827586206896,-0.6009852216748769,-0.2561576354679803,-0.7635467980295566,-0.37438423645320196,-0.8522167487684729,-0.49261083743842365,-0.9261083743842364
0,0.0,0.0,-0.27807486631016043,-0.06951871657754011,-0.5347593582887701,-0.2887700534759358,-0.6951871657754011,-0.45989304812834225,-0.8449197860962567,-0.5668449197860963,-0.42780748663101603,-0.5614973262032086,-0.5775401069518716,-0.7112299465240641,-0.7005347593582888,-0.7967914438502673,-0.8181818181818182,-0.8823529411764706,-0.34759358288770054,-0.6310160427807486,-0.5133689839572193,-0.8021390374331551,-0.6577540106951871,-0.8983957219251337,-0.8074866310160428,-0.983957219251337,-0.24598930481283424,-0.6524064171122995,-0.4117647058823529,-0.8342245989304813,-0.5561497326203209,-0.9251336898395722,-0.7165775401069518,-1.0,-0.12834224598930483,-0.6524064171122995,-0.3048128342245989,-0.8181818181818182,-0.44385026737967914,-0.8877005347593583,-0.5775401069518716,-0.946524064171123
0,0.0,0.0,-0.3016759776536313,-0.0893854748603352,-0.5418994413407822,-0.31843575418994413,-0.6983240223463687,-0.4972067039106145,-0.8603351955307262,-0.6201117318435754,-0.43575418994413406,-0.5586592178770949,-0.5921787709497207,-0.7150837988826816,-0.7262569832402235,-0.7932960893854749,-0.8603351955307262,-0.8603351955307262,-0.3575418994413408,-0.6312849162011173,-0.5363128491620112,-0.8100558659217877,-0.6927374301675978,-0.8994413407821229,-0.8547486033519553,-0.9664804469273743,-0.26256983240223464,-0.664804469273743,-0.441340782122905,-0.8547486033519553,-0.5977653631284916,-0.9385474860335196,-0.7597765363128491,-1.0,-0.13966480446927373,-0.6759776536312849,-0.30726256983240224,-0.8435754189944135,-0.44692737430167595,-0.9162011173184358,-0.5977653631284916,-0.9664804469273743
0,0.0,0.0,-0.3045977011494253,-0.09195402298850575,-0.5517241379310345,-0.3505747126436782,-0.7068965517241379,-0.5459770114942529,-0.8563218390804598,-0.6839080459770115,-0.4482758620689655,-0.5804597701149425,-0.603448275862069,-0.7298850574712644,-0.7413793103448276,-0.7988505747126436,-0.8793103448275862,-0.867816091954023,-0.367816091954023,-0.6551724137931034,-0.5459770114942529,-0.8160919540229885,-0.7068965517241379,-0.896551724137931,-0.8793103448275862,-0.9655172413793104,-0.26436781609195403,-0.6896551724137931,-0.4482758620689655,-0.8620689655172413,-0.6091954022988506,-0.9425287356321839,-0.7816091954022989,-1.0,-0.13793103448275862,-0.7011494252873564,-0.3103448275862069,-0.8620689655172413,-0.45977011494252873,-0.9252873563218391,-0.6091954022988506,-0.9712643678160919
0,0.0,0.0,-0.32926829268292684,-0.09146341463414634,-0.5853658536585366,-0.36585365853658536,-0.7378048780487805,-0.5792682926829268,-0.8963414634146342,-0.7317073170731707,-0.4695121951219512,-0.5975609756097561,-0.6280487804878049,-0.7621951219512195,-0.7804878048780488,-0.8292682926829268,-0.9207317073170732,-0.8719512195121951,-0.38414634146341464,-0.6707317073170732,-0.5670731707317073,-0.8414634146341463,-0.7378048780487805,-0.9146341463414634,-0.9207317073170732,-0.9634146341463414,-0.2804878048780488,-0.7073170731707317,-0.4695121951219512,-0.8963414634146342,-0.6402439024390244,-0.9634146341463414,-0.823170731707317,-1.0,-0.14634146341463414,-0.725609756097561,-0.3353658536585366,-0.9024390243902439,-0.49390243902439024,-0.9573170731707317,-0.6585365853658537,-0.9878048780487805
0,0.0,0.0,-0.34394904458598724,-0.10828025477707007,-0.5987261146496815,-0.3821656050955414,-0.7579617834394905,-0.5923566878980892,-0.9171974522292994,-0.7579617834394905,-0.4585987261146497,-0.6114649681528662,-0.6178343949044586,-0.7770700636942676,-0.7707006369426752,-0.8343949044585988,-0.9235668789808917,-0.8662420382165605,-0.37579617834394907,-0.6815286624203821,-0.5605095541401274,-0.8598726114649682,-0.7388535031847133,-0.9235668789808917,-0.9299363057324841,-0.9554140127388535,-0.27388535031847133,-0.7197452229299363,-0.4713375796178344,-0.910828025477707,-0.6496815286624203,-0.9745222929936306,-0.8343949044585988,-0.9872611464968153,-0.14012738853503184,-0.7388535031847133,-0.3375796178343949,-0.9235668789808917,-0.5095541401273885,-0.9745222929936306,-0.6815286624203821,-1.0
0,0.0,0.0,-0.3466666666666667,-0.12666666666666668,-0.5933333333333334,-0.4066666666666667,-0.7466666666666667,-0.6266666666666667,-0.9066666666666666,-0.8,-0.4533333333333333,-0.62,-0.6133333333333333,-0.7933333333333333,-0.7733333333333333,-0.8466666666666667,-0.9333333333333333,-0.8733333333333333,-0.36666666666666664,-0.6933333333333334,-0.5533333333333333,-0.8733333333333333,-0.74,-0.9333333333333333,-0.9333333333333333,-0.94,-0.26,-0.7333333333333333,-0.46,-0.94,-0.64,-0.9866666666666667,-0.8266666666666667,-0.9666666666666667,-0.12666666666666668,-0.7666666666666667,-0.31333333333333335,-0.9466666666666667,-0.4866666666666667,-1.0,-0.6533333333333333,-1.0
0,0.0,0.0,-0.3469387755102041,-0.12244897959183673,-0.5986394557823129,-0.4013605442176871,-0.7551020408163265,-0.6394557823129252,-0.9115646258503401,-0.8299319727891157,-0.4489795918367347,-0.6054421768707483,-0.6054421768707483,-0.7755102040816326,-0.7687074829931972,-0.8367346938775511,-0.9319727891156463,-0.8639455782312925,-0.36054421768707484,-0.6802721088435374,-0.54421768707483,-0.8639455782312925,-0.7346938775510204,-0.9251700680272109,-0.9251700680272109,-0.9455782312925171,-0.2585034013605442,-0.7278911564625851,-0.4489795918367347,-0.9319727891156463,-0.6326530612244898,-0.9795918367346939,-0.8163265306122449,-0.9659863945578231,-0.12244897959183673,-0.7619047619047619,-0.3129251700680272,-0.9455782312925171,-0.4897959183673469,-1.0,-0.6530612244897959,-0.9931972789115646
0,0.0,0.0,-0.34965034965034963,-0.1258741258741259,-0.6013986013986014,-0.40559440559440557,-0.7622377622377622,-0.6503496503496503,-0.9230769230769231,-0.8321678321678322,-0.4405594405594406,-0.5944055944055944,-0.5944055944055944,-0.7622377622377622,-0.7622377622377622,-0.8251748251748252,-0.9300699300699301,-0.8671328671328671,-0.35664335664335667,-0.6713286713286714,-0.5384615384615384,-0.8531468531468531,-0.7272727272727273,-0.9230769230769231,-0.916083916083916,-0.951048951048951,-0.2517482517482518,-0.7202797202797203,-0.43356643356643354,-0.9230769230769231,-0.6223776223776224,-0.9790209790209791,-0.8111888111888111,-0.972027972027972,-0.11188811188811189,-0.7622377622377622,-0.3076923076923077,-0.9440559440559441,-0.4825174825174825,-0.993006993006993,-0.6503496503496503,-1.0
0,0.0,0.0,-0.3597122302158273,-0.1223021582733813,-0.60431654676259,-0.4028776978417266,-0.762589928057554,-0.6474820143884892,-0.920863309352518,-0.8345323741007195,-0.43884892086330934,-0.5971223021582733,-0.5899280575539568,-0.7697841726618705,-0.7553956834532374,-0.8345323741007195,-0.920863309352518,-0.8705035971223022,-0.35251798561151076,-0.6762589928057554,-0.5323741007194245,-0.8561151079136691,-0.7266187050359713,-0.9280575539568345,-0.920863309352518,-0.9568345323741008,-0.2517985611510791,-0.7194244604316546,-0.43884892086330934,-0.935251798561151,-0.6330935251798561,-0.9928057553956835,-0.8201438848920863,-0.9856115107913669,-0.1223021582733813,-0.762589928057554,-0.31654676258992803,-0.9496402877697842,-0.49640287769784175,-1.0,-0.6762589928057554,-1.0
0,0.0,0.0,-0.3357142857142857,-0.12857142857142856,-0.5714285714285714,-0.4142857142857143,-0.7285714285714285,-0.6571428571428571,-0.8857142857142857,-0.8428571428571429,-0.4,-0.6,-0.5428571428571428,-0.7785714285714286,-0.7071428571428572,-0.8428571428571429,-0.8714285714285714,-0.8785714285714286,-0.3142857142857143,-0.6714285714285714,-0.4857142857142857,-0.8571428571428571,-0.6714285714285714,-0.9357142857142857,-0.8642857142857143,-0.9642857142857143,-0.21428571428571427,-0.7214285714285714,-0.39285714285714285,-0.9285714285714286,-0.5857142857142857,-0.9928571428571429,-0.7714285714285715,-0.9857142857142858,-0.07857142857142857,-0.7571428571428571,-0.2714285714285714,-0.9428571428571428,-0.45714285714285713,-1.0,-0.6214285714285714,-1.0
0,0.0,0.0,-0.35036496350364965,-0.1386861313868613,-0.5693430656934306,-0.40875912408759124,-0.7153284671532847,-0.656934306569343,-0.8759124087591241,-0.8467153284671532,-0.39416058394160586,-0.5912408759124088,-0.5401459854014599,-0.7664233576642335,-0.708029197080292,-0.8321167883211679,-0.8832116788321168,-0.8686131386861314,-0.31386861313868614,-0.6642335766423357,-0.48175182481751827,-0.8467153284671532,-0.6788321167883211,-0.9197080291970803,-0.8759124087591241,-0.948905109489051,-0.2116788321167883,-0.708029197080292,-0.38686131386861317,-0.9197080291970803,-0.583941605839416,-0.9781021897810219,-0.7737226277372263,-0.9708029197080292,-0.08029197080291971,-0.7518248175182481,-0.26277372262773724,-0.9416058394160584,-0.44525547445255476,-1.0,-0.6131386861313869,-1.0
0,0.0,0.0,-0.3458646616541353,-0.13533834586466165,-0.5789473684210527,-0.41353383458646614,-0.7293233082706767,-0.6691729323308271,-0.8872180451127819,-0.8721804511278195,-0.39849624060150374,-0.5789473684210527,-0.5488721804511278,-0.7593984962406015,-0.7293233082706767,-0.8345864661654135,-0.9022556390977443,-0.8796992481203008,-0.3082706766917293,-0.6541353383458647,-0.48120300751879697,-0.8421052631578947,-0.6917293233082706,-0.924812030075188,-0.8947368421052632,-0.9624060150375939,-0.21052631578947367,-0.706766917293233,-0.39097744360902253,-0.9172932330827067,-0.6015037593984962,-0.9774436090225563,-0.8045112781954887,-0.9849624060150376,-0.07518796992481203,-0.7593984962406015,-0.2706766917293233,-0.9473684210526315,-0.46616541353383456,-1.0,-0.6466165413533834,-1.0
0,0.0,0.0,-0.3560606060606061,-0.12878787878787878,-0.5833333333333334,-0.4015151515151515,-0.7424242424242424,-0.6515151515151515,-0.8939393939393939,-0.8484848484848485,-0.3939393939393939,-0.5606060606060606,-0.553030303030303,-0.7424242424242424,-0.7272727272727273,-0.8181818181818182,-0.9015151515151515,-0.8636363636363636,-0.3106060606060606,-0.6439393939393939,-0.49242424242424243,-0.8333333333333334,-0.7045454545454546,-0.9166666666666666,-0.9166666666666666,-0.9545454545454546,-0.20454545454545456,-0.696969696969697,-0.3939393939393939,-0.9166666666666666,-0.6060606060606061,-0.9848484848484849,-0.8106060606060606,-0.9848484848484849,-0.06818181818181818,-0.75,-0.2727272727272727,-0.9393939393939394,-0.4621212121212121,-1.0,-0.6439393939393939,-1.0
0,0.0,0.0,-0.35384615384615387,-0.09230769230769231,-0.6,-0.38461538461538464,-0.7615384615384615,-0.6384615384615384,-0.9230769230769231,-0.8384615384615385,-0.4076923076923077,-0.5538461538461539,-0.5769230769230769,-0.7384615384615385,-0.7615384615384615,-0.8153846153846154,-0.9307692307692308,-0.8615384615384616,-0.3230769230769231,-0.6384615384615384,-0.5153846153846153,-0.8307692307692308,-0.7230769230769231,-0.9230769230769231,-0.9384615384615385,-0.9615384615384616,-0.2076923076923077,-0.7,-0.4153846153846154,-0.9153846153846154,-0.6307692307692307,-0.9846153846153847,-0.8461538461538461,-0.9923076923076923,-0.06923076923076923,-0.7538461538461538,-0.2923076923076923,-0.9384615384615385,-0.49230769230769234,-0.9923076923076923,-0.676923076923077,-1.0
0,0.0,0.0,-0.3643410852713178,-0.08527131782945736,-0.627906976744186,-0.37209302325581395,-0.7906976744186046,-0.627906976744186,-0.9534883720930233,-0.8217054263565892,-0.4186046511627907,-0.5658914728682171,-0.5968992248062015,-0.7364341085271318,-0.7906976744186046,-0.813953488372093,-0.9612403100775194,-0.8604651162790697,-0.32558139534883723,-0.6511627906976745,-0.5271317829457365,-0.8372093023255814,-0.751937984496124,-0.9224806201550387,-0.9612403100775194,-0.9612403100775194,-0.20930232558139536,-0.7131782945736435,-0.43410852713178294,-0.9224806201550387,-0.6511627906976745,-0.9922480620155039,-0.875968992248062,-1.0,-0.06201550387596899,-0.7674418604651163,-0.3023255813953488,-0.9457364341085271,-0.5116279069767442,-0.9922480620155039,-0.7054263565891473,-1.0
1,0.0,0.0,-0.2571428571428571,-0.004761904761904762,-0.4857142857142857,-0.11428571428571428,-0.6571428571428571,-0.20476190476190476,-0.8095238095238095,-0.2714285714285714,-0.4714285714285714,-0.44761904761904764,-0.6666666666666666,-0.6047619047619047,-0.7857142857142857,-0.6904761904761905,-0.8952380952380953,-0.7761904761904762,-0.4,-0.5238095238095238,-0.5904761904761905,-0.7333333333333333,-0.719047619047619,-0.8476190476190476,-0.8285714285714286,-0.9571428571428572,-0.3,-0.5571428571428572,-0.48095238095238096,-0.7714285714285715,-0.6047619047619047,-0.8904761904761904,-0.719047619047619,-1.0,-0.18095238095238095,-0.5619047619047619,-0.3142857142857143,-0.7428571428571429,-0.41904761904761906,-0.8523809523809524,-0.5285714285714286,-0.9571428571428572
